9167,21/12/2023,25/12/2023,12:05:02,010037MA35002,NEW ATHLETIC,35,TOBILLERRA PLOMO LIMON-DEPORTIVO,98.00,CAJAMARCA,PAMELA,CAJAMARCA,135.00,efectivo,,
9168,13/10/2023,25/12/2023,12:05:19,009719MA36002,NEW ATHLETIC,36,CHIMPUN AZULMARINO LIMON,116.00,CAJAMARCA,PAMELA,CAJAMARCA,148.00,efectivo,,
9009,20/12/2019,24/12/2023,12:05:31,002997MA41001,DROMEDAR,41,BOTIN AZUL/NA,110.00,CAJAMARCA,DIEGO,CAJAMARCA,155.00,efectivo,,
9010,05/12/2023,24/12/2023,12:07:57,009959MA28001,JIANLEXIONG,28,BLANCO MELON AIR,69.00,CAJAMARCA,PAMELA,CAJAMARCA,110.00,electronico,yape,
9011,28/06/2021,24/12/2023,12:08:07,005748MA20001,JUNIOR,20,BOTIN CHAROL PAZADOR,25.00,CAJAMARCA,PAMELA,CAJAMARCA,45.00,electronico,yape,
9012,14/03/2023,24/12/2023,12:08:18,004652MA19002,ELCRIZ,19,PALO ROSA CORREA,25.00,CAJAMARCA,PAMELA,CAJAMARCA,55.00,electronico,yape,
9013,01/12/2023,24/12/2023,12:09:25,009904MA37001,NEW ATHLETIC,37,BOTIN NEGRO BLANCO,120.00,CAJAMARCA,FRAN,CAJAMARCA,158.00,efectivo,,
8756,19/12/2023,22/12/2023,12:10:00,009990MA43001,ADVENZO,43,NIKE BLANCO AZUL,76.00,CAJAMARCA,CARLITOS,CAJAMARCA,145.00,efectivo,,
9169,23/12/2023,25/12/2023,12:10:06,010052MA27002,IVANO,27,AZULMARINO BLANCO NUEVO,68.00,CAJAMARCA,KEVIN,CAJAMARCA,115.00,efectivo,,
9170,19/07/2023,25/12/2023,12:10:20,009427MA34001,IVANO,34,VERDE CUERO NUEVO,82.00,CAJAMARCA,KEVIN,CAJAMARCA,125.00,efectivo,,
8757,24/11/2023,22/12/2023,12:11:14,009866MA42001,IVANO,42,BOTIN NEGRO BLA-NIKE,108.00,CAJAMARCA,JACK,CAJAMARCA,150.00,efectivo,,
8758,19/12/2023,22/12/2023,12:12:41,009985MA38001,ADVENZO,38,BLANCO UVA ACERO,75.00,CAJAMARCA,FRAN,CAJAMARCA,145.00,efectivo,,
8759,26/11/2023,22/12/2023,12:13:47,009876MA37001,IVANO,37,BOTIN NEGRO NIKE-BLANCO,102.00,CAJAMARCA,CARLITOS,CAJAMARCA,140.00,efectivo,,
8845,19/10/2023,23/12/2023,12:14:39,009758MA28001,JIANLEXIONG,28,LILA CELESTE GOMA,80.00,CAJAMARCA,FRAN,CAJAMARCA,108.00,efectivo,,
8644,03/12/2023,20/12/2023,12:15:14,009919MA36001,I-RUN,36,NEGRO ROSADA FIBRA,102.00,CAJAMARCA,PAMELA,CAJAMARCA,150.00,efectivo,,
8703,28/07/2023,21/12/2023,12:15:21,009509MA30001,VIERI,30,AZULMARINO TURQUESA DEPORTIVO,79.00,CAJAMARCA,CARLITOS,CAJAMARCA,115.00,efectivo,,
8846,20/05/2023,23/12/2023,12:16:56,009132MA36003,WALON,36,NEGRO CELESTE TOBILLERA,84.00,CAJAMARCA,PAMELA,CAJAMARCA,123.00,efectivo,,
9014,10/05/2023,24/12/2023,12:18:48,009102MA37001,KAIDA,37,BOTIN AZULMARINO ROSADA,102.00,CAJAMARCA,PAMELA,CAJAMARCA,150.00,electronico,yape,
8847,28/07/2023,23/12/2023,12:25:02,009512MA27001,VIERI,27,NEGRO DORADO DEPORTIVO,79.00,CAJAMARCA,PAMELA,CAJAMARCA,110.00,efectivo,,
9015,15/10/2023,24/12/2023,12:26:49,009110MA41001,APOLO,41,BOTIN NEGRO PLOMO,109.00,CAJAMARCA,FRAN,CAJAMARCA,160.00,efectivo,,
9016,11/05/2023,24/12/2023,12:27:04,009111MA43001,APOLO,43,BOTIN PLOMO NEGRO,109.00,CAJAMARCA,FRAN,CAJAMARCA,160.00,efectivo,,
9017,31/05/2023,24/12/2023,12:32:30,009180MA40001,RAGGIO,40,CYPHER FUMO BOTIN,121.00,CAJAMARCA,PAMELA,CAJAMARCA,190.00,electronico,yape,
9018,20/12/2023,24/12/2023,12:33:56,010009MA41002,I-FREE,41,PLOMO PLOMO TODOTERRENO,98.00,CAJAMARCA,KEVIN,CAJAMARCA,145.00,efectivo,,
9019,03/12/2023,24/12/2023,12:34:19,009922MA37002,I-RUN,37,BOTIN BLANCO ROSDA,107.00,CAJAMARCA,FRAN,CAJAMARCA,150.00,efectivo,,
8760,08/11/2023,22/12/2023,12:37:59,009844MA37002,PUNTO,37,HUESO-AZUL ROJO PREMIUN,109.00,CAJAMARCA,FRAN,CAJAMARCA,145.00,electronico,YAPE 140 y 5 EFECT,
9020,19/12/2023,24/12/2023,12:39:03,009994MA36002,JUTU,36,NEGRO BLANCO ESCONDIDO,107.00,CAJAMARCA,PAMELA,CAJAMARCA,148.00,electronico,IZIPAY,
